permit_number,address,type,value
2025-132152 EP,"11101 TOWNSHIP CV, Chattanooga, TN",Electrical Permit,$263481
2025-143822 EP,"10900 RESEARCH BLVD SVRD SB BLDG C, Chattanooga, TN",Electrical Permit,$174142
2025-141476 PP,"7516 JOURNEYVILLE DR, Chattanooga, TN",Plumbing Permit,$167835
2025-142570 EP,"9049 VIGEN CIR, Chattanooga, TN",Electrical Permit,$84606
2025-143977 BP,"8301 JOHNNY MORRIS RD BLDG DP1, Chattanooga, TN",Building Permit,$127383
2025-140018 MP,"3602 MARCAE CT, Chattanooga, TN",Mechanical Permit,$100486
2025-141458 PP,"11604 TRIDENS CT, Chattanooga, TN",Plumbing Permit,$223653
2025-143994 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$97009
2025-142057 PP,"7708 SAN FELIPE BLVD BLDG M UNIT 42, Chattanooga, TN",Plumbing Permit,$158070
2025-137885 PP,"5408 MONTVIEW ST, Chattanooga, TN",Plumbing Permit,$221239
2025-140757 PP,"6701 ROTAN DR, Chattanooga, TN",Plumbing Permit,$112886
2025-143189 PP,"1612 WILLOW ST UNIT B, Chattanooga, TN",Plumbing Permit,$229264
2025-100692 PP,"6908 RUFUS DR, Chattanooga, TN",Plumbing Permit,$178362
2025-142941 EP,"4302 WATERFORD PL, Chattanooga, TN",Electrical Permit,$186671
2025-143038 EP,"9016 PEAFOWL ST, Chattanooga, TN",Electrical Permit,$158674
2025-140760 PP,"9432 JENARO CT, Chattanooga, TN",Plumbing Permit,$240675
2025-139062 EP,"8600 N LAMAR BLVD BLDG D, Chattanooga, TN",Electrical Permit,$234945
2025-143545 BP,"6913 CASTLEKEEP WAY, Chattanooga, TN",Building Permit,$98696
2025-143973 BP,"8301 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$281455
2025-014465 EP,"2610 S IH 35 SVRD SB, Chattanooga, TN",Electrical Permit,$220357
2025-099630 PP,"9501 DINGO DR, Chattanooga, TN",Plumbing Permit,$99538
2025-141599 EP,"9009 NILGAI DR, Chattanooga, TN",Electrical Permit,$70334
2025-142580 PP,"13109 TAMAR CT, Chattanooga, TN",Plumbing Permit,$101471
2025-143038 BP,"9016 PEAFOWL ST, Chattanooga, TN",Building Permit,$141069
2024-133042 MP,"2500 BRAEMAR CV, Chattanooga, TN",Mechanical Permit,$111917
2025-140990 EP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Chattanooga, TN",Electrical Permit,$224413
2025-143456 BP,"11266 TAYLOR DRAPER LN BLDG 26, Chattanooga, TN",Building Permit,$215139
2022-108718 BP,"1812 CLIFFORD AVE, Chattanooga, TN",Building Permit,$224723
2025-141713 EP,"8619 WINDING WALK, Chattanooga, TN",Electrical Permit,$247665
2025-143972 BP,"8301 JOHNNY MORRIS RD BLDG CANOPY2, Chattanooga, TN",Building Permit,$100502
2025-091390 EP,"2702 E CESAR CHAVEZ ST, Chattanooga, TN",Electrical Permit,$161217
2025-143147 MP,"3304 AUTUMN BAY DR, Chattanooga, TN",Mechanical Permit,$250532
2025-144121 BP,"6909 SABRINA DR, Chattanooga, TN",Building Permit,$88229
2025-142273 EP,"205 MEDINA--BLDG 1, Chattanooga, TN",Electrical Permit,$109504
2025-142062 PP,"3815 MENCHACA RD UNIT 29, Chattanooga, TN",Plumbing Permit,$281088
2025-142625 PP,"7814 RUTGERS AVE, Chattanooga, TN",Plumbing Permit,$113347
2025-140990 PP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Chattanooga, TN",Plumbing Permit,$131221
2025-141448 EP,"3016 WEST TERRACE DR, Chattanooga, TN",Electrical Permit,$212648
2024-164426 BP,"95 CLARA ST, Chattanooga, TN",Building Permit,$245264
2025-139422 EP,"1310 BERKSHIRE DR, Chattanooga, TN",Electrical Permit,$60216
2024-096029 MP,"4910 CRAIG DR, Chattanooga, TN",Mechanical Permit,$90468
2025-136078 PP,"4602 LAUREL CANYON DR, Chattanooga, TN",Plumbing Permit,$200954
2025-141797 EP,"500 CANYON RIM DR, Chattanooga, TN",Electrical Permit,$104173
2025-143928 PP,"4410 SPEEDWAY BLDG B, Chattanooga, TN",Plumbing Permit,$163993
2025-136440 PP,"4107 E YAGER LN BLDG 2, Chattanooga, TN",Plumbing Permit,$256006
2025-142054 MP,"4913 BARCLAY HEIGHTS CT, Chattanooga, TN",Mechanical Permit,$289470
2025-140021 MP,"2114 GOODRICH AVE UNIT 9, Chattanooga, TN",Mechanical Permit,$220820
2025-125144 EP,"422 GUADALUPE ST, Chattanooga, TN",Electrical Permit,$274049
2025-138118 BP,"8304 APPALACHIAN DR, Chattanooga, TN",Building Permit,$110929
2025-143997 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$225240
2025-140204 PP,"14812 AVERY RANCH BLVD BLDG 9, Chattanooga, TN",Plumbing Permit,$239447
2025-144061 PP,"1404 PARK CENTER DR, Chattanooga, TN",Plumbing Permit,$274943
2025-143995 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$76973
2025-133861 PP,"12013 RUSSO DR, Chattanooga, TN",Plumbing Permit,$293743
2025-140843 PP,"1702 SANCHEZ ST, Chattanooga, TN",Plumbing Permit,$235304
2025-142691 MP,"6304 BETTY COOK DR BLDG B, Chattanooga, TN",Mechanical Permit,$191412
2025-120866 PP,"4507 HANK AVE BLDG 2, Chattanooga, TN",Plumbing Permit,$144817
2025-139724 PP,"11801 VIA GRANDE DR, Chattanooga, TN",Plumbing Permit,$209032
2025-143039 EP,"7304 CALLBRAM LN, Chattanooga, TN",Electrical Permit,$215732
2025-142086 EP,"13017 STAYWELL WAY, Chattanooga, TN",Electrical Permit,$55161
2025-141781 BP,"407 1/2 W 27TH ST, Chattanooga, TN",Building Permit,$210331
2025-142193 MP,"12817 COUNCIL BLUFF DR, Chattanooga, TN",Mechanical Permit,$71135
2025-142628 BP,"2409 GLEN SPRINGS WAY, Chattanooga, TN",Building Permit,$290512
2025-096947 BP,"2509 TARRYHILL PL, Chattanooga, TN",Building Permit,$219546
2022-152739 PP,"3007 LOCKE LN, Chattanooga, TN",Plumbing Permit,$287995
2025-141127 BP,"2702 ENFIELD RD, Chattanooga, TN",Building Permit,$102875
2025-142076 MP,"911 TAULBEE LN UNIT A, Chattanooga, TN",Mechanical Permit,$152612
2025-140785 PP,"4530 CLAWSON RD BLDG 2, Chattanooga, TN",Plumbing Permit,$183439
2025-072650 MP,"9200 HAMADRYAS DR, Chattanooga, TN",Mechanical Permit,$143831
2025-143987 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$106401
2025-140303 MP,"2004 TRAVIS HEIGHTS BLVD, Chattanooga, TN",Mechanical Permit,$251234
2025-143985 BP,"8301 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$129898
2025-141977 EP,"500 BRAMBLE DR, Chattanooga, TN",Electrical Permit,$235756
2008-005377 EP,"4909 ROLLINGWOOD DR, Chattanooga, TN",Electrical Permit,$117625
2025-085821 EP,"4901 RIDGE OAK DR, Chattanooga, TN",Electrical Permit,$211960
2025-143769 PP,"8921 W US 290 HWY BLDG 7, Chattanooga, TN",Plumbing Permit,$95581
2025-141905 PP,"11300 WET SEASON DR, Chattanooga, TN",Plumbing Permit,$132129
2025-142747 EP,"2509 TARRYHILL PL, Chattanooga, TN",Electrical Permit,$229397
2025-140724 MP,"3445 GREYSTONE DR, Chattanooga, TN",Mechanical Permit,$256414
2025-132523 EP,"4614 CRESTWAY DR, Chattanooga, TN",Electrical Permit,$212485
2025-142245 MP,"9337 BERNOULLI DR, Chattanooga, TN",Mechanical Permit,$235262
2025-142764 PP,"2400 ALLRED DR UNIT A, Chattanooga, TN",Plumbing Permit,$79930
2025-129927 EP,"401 W 3RD ST, Chattanooga, TN",Electrical Permit,$63895
2025-115076 PP,"408 JOSEPHINE ST, Chattanooga, TN",Plumbing Permit,$284348
2025-143828 BP,"4206 FARHILLS DR, Chattanooga, TN",Building Permit,$82958
2025-142573 PP,"1600 WATERLOO TRL BLDG B, Chattanooga, TN",Plumbing Permit,$281339
2025-142171 EP,"11603 SHIMMERING SEA DR, Chattanooga, TN",Electrical Permit,$249602
2025-141723 PP,"3613 BLUESTEIN DR, Chattanooga, TN",Plumbing Permit,$187625
2025-143982 BP,"8301 JOHNNY MORRIS RD BLDG DP3, Chattanooga, TN",Building Permit,$193329
2025-119118 MP,"2200 BRISTOL DR, Chattanooga, TN",Mechanical Permit,$268360
2025-142330 PP,"8406 FURNESS DR, Chattanooga, TN",Plumbing Permit,$73417
2025-142585 PP,"5725 PINON VISTA DR, Chattanooga, TN",Plumbing Permit,$152437
2025-144138 EP,"5916 SWEDISH FARMS TER, Chattanooga, TN",Electrical Permit,$129741
2025-144002 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$137070
2025-144000 BP,"8001 JOHNNY MORRIS RD, Chattanooga, TN",Building Permit,$236260
2025-144246 BP,"5501 W PARMER LN BLDG 2, Chattanooga, TN",Building Permit,$63936
2025-141835 MP,"7910 CEBERRY DR UNIT B, Chattanooga, TN",Mechanical Permit,$253912
2025-141529 MP,"3405 CLEARVIEW DR, Chattanooga, TN",Mechanical Permit,$50402
2025-142037 PP,"11300 AVERING LN, Chattanooga, TN",Plumbing Permit,$155005
2025-140881 EP,"3501 ALPINE CIR BLDG B, Chattanooga, TN",Electrical Permit,$280945
2025-140169 EP,"4203 AVENUE G, Chattanooga, TN",Electrical Permit,$55643
2025-142940 MP,"4910 WEST FRANCES PL, Chattanooga, TN",Mechanical Permit,$188434
2025-117439 EP,"11101 TOWNSHIP CV, Chattanooga, TN",Electrical Permit,$66631
2025-131919 MP,"5804 CHERRY CREEK DR, Chattanooga, TN",Mechanical Permit,$186940
2025-142426 MP,"7260 CORONADO CIR, Chattanooga, TN",Mechanical Permit,$204174
2025-143044 EP,"5808 GATESHEAD DR, Chattanooga, TN",Electrical Permit,$261519
2025-135587 MP,"3611 SERENA WOODS CT, Chattanooga, TN",Mechanical Permit,$282707
2025-123891 EP,"10609 SANS SOUCI PL, Chattanooga, TN",Electrical Permit,$114704
2025-141486 MP,"11000 WANDERING WAY, Chattanooga, TN",Mechanical Permit,$177913
2025-141496 MP,"11205 COUNTY DOWN DR, Chattanooga, TN",Mechanical Permit,$270033
2025-141675 MP,"3600 S LAMAR BLVD UNIT 502, Chattanooga, TN",Mechanical Permit,$282875
2025-141472 MP,"6304 LONDON DR, Chattanooga, TN",Mechanical Permit,$84791
2025-143327 PP,"11902 RENNALEE LOOP, Chattanooga, TN",Plumbing Permit,$250752
2025-144010 BP,"444 E ST ELMO RD BLDG B, Chattanooga, TN",Building Permit,$209682
2025-138182 EP,"2507 INWOOD PL, Chattanooga, TN",Electrical Permit,$158984
2025-141328 MP,"6401 CARRINGTON DR, Chattanooga, TN",Mechanical Permit,$229318
2025-140873 EP,"5327 KING HENRY DR, Chattanooga, TN",Electrical Permit,$194773
2025-142028 PP,"11505 GLEN FALLOCH CT, Chattanooga, TN",Plumbing Permit,$283229
2025-137750 BP,"4821 RIVER PLACE BLVD, Chattanooga, TN",Building Permit,$133151
2025-128912 PP,"1702 SHELBOURNE DR, Chattanooga, TN",Plumbing Permit,$240954
2025-143728 MP,"2511 MONTOPOLIS DR UNIT 331, Chattanooga, TN",Mechanical Permit,$235853
2025-143521 EP,"3625 1/2 N FM 620 RD, Chattanooga, TN",Electrical Permit,$149788
2025-143052 PP,"14513 MOWSBURY DR, Chattanooga, TN",Plumbing Permit,$139129
2025-140188 EP,"6101 MOUNTAIN VILLA CV, Chattanooga, TN",Electrical Permit,$239924
2025-022712 PP,"2110 ARPDALE ST, Chattanooga, TN",Plumbing Permit,$216856
2025-141264 PP,"4116 CREEK LEDGE, Chattanooga, TN",Plumbing Permit,$272048
2025-143530 PP,"3601 ARROWHEAD DR, Chattanooga, TN",Plumbing Permit,$175443
2025-144431 PP,"3504 ROCKHURST LN, Chattanooga, TN",Plumbing Permit,$242309
2025-142166 PP,"863 AIRPORT BLVD BLDG B, Chattanooga, TN",Plumbing Permit,$102431
2025-144662 PP,"721 BARTON SPRINGS RD, Chattanooga, TN",Plumbing Permit,$220750
2025-139969 EP,"11420 ALTERRA PKWY, Chattanooga, TN",Electrical Permit,$244800
2025-142974 PP,"8904 COASTAL DR, Chattanooga, TN",Plumbing Permit,$241801
2024-037076 BP,"2308 EUCLID AVE, Chattanooga, TN",Building Permit,$161244
2025-144239 PP,"5020 LEXINGTON MEADOW LN, Chattanooga, TN",Plumbing Permit,$217830
2025-143403 EP,"620 MONTOPOLIS DR, Chattanooga, TN",Electrical Permit,$156610
2025-144403 PP,"13513 STOCKSBRIDGE DR, Chattanooga, TN",Plumbing Permit,$226472
2025-143407 EP,"5000 FORT CLARK DR, Chattanooga, TN",Electrical Permit,$168345
2025-137637 DS,"9117 IPSWICH BAY DR, Chattanooga, TN",Driveway / Sidewalks,$60939
2025-143348 MP,"5510 MAPLELEAF DR, Chattanooga, TN",Mechanical Permit,$98870
2025-141626 EP,"7013 WOODFORD WAY, Chattanooga, TN",Electrical Permit,$237923
2025-141775 PP,"4819 CALHOUN CANYON LOOP, Chattanooga, TN",Plumbing Permit,$184007
2025-135633 BP,"1309 ALGUNO RD BLDG 2, Chattanooga, TN",Building Permit,$265969
2024-081389 EP,"7015 E WILLIAM CANNON DR, Chattanooga, TN",Electrical Permit,$146315
2025-142715 MP,"5606 GROVER AVE UNIT A, Chattanooga, TN",Mechanical Permit,$174011
2025-143729 PP,"6004 ALFRED ACRES DR, Chattanooga, TN",Plumbing Permit,$294831
2025-135713 BP,"1211 KINNEY AVE BLDG 2, Chattanooga, TN",Building Permit,$117325
2025-137275 EP,"5301 RIATA PARK CT BLDG D, Chattanooga, TN",Electrical Permit,$78279
2025-143678 PP,"8714 COASTAL DR, Chattanooga, TN",Plumbing Permit,$264428
2025-135059 BP,"8010 BURLESON RD, Chattanooga, TN",Building Permit,$180833
2025-140965 EP,"3514 LAKELAND DR, Chattanooga, TN",Electrical Permit,$176800
2025-131842 EP,"11605 EUBANK DR, Chattanooga, TN",Electrical Permit,$192866
2025-143635 MP,"4501 WHISPERING VALLEY DR UNIT 11, Chattanooga, TN",Mechanical Permit,$55341
2025-142780 EP,"5000 ARAX CV, Chattanooga, TN",Electrical Permit,$261273
2025-144067 BP,"913 ROCKY SPRING RD, Chattanooga, TN",Building Permit,$142022
2025-143483 PP,"4602 CANYONWOOD DR, Chattanooga, TN",Plumbing Permit,$221955
2025-100010 PP,"1212 WESTHEIMER DR BLDG 10, Chattanooga, TN",Plumbing Permit,$299780
2025-137646 EP,"6715 S IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$251350
2024-016229 PP,"514 E LIVE OAK ST, Chattanooga, TN",Plumbing Permit,$262507
2025-143325 PP,"8106 GREENWICH MERIDIAN, Chattanooga, TN",Plumbing Permit,$178014
2025-113753 EP,"1804 E 22ND ST--UNIT 2A, Chattanooga, TN",Electrical Permit,$281368
2025-093214 PP,"41 MARGRANITA CRES UNIT A, Chattanooga, TN",Plumbing Permit,$290178
2025-051604 BP,"124 W ANDERSON LN SVRD WB, Chattanooga, TN",Building Permit,$296056
2025-122454 DS,"2406 EUCLID AVE, Chattanooga, TN",Driveway / Sidewalks,$207452
2025-143616 EP,"2524 WINCHELL LN, Chattanooga, TN",Electrical Permit,$234313
2025-143156 EP,"4106 CAT MOUNTAIN DR, Chattanooga, TN",Electrical Permit,$99173
2025-144014 BP,"8902 BRIDGEWOOD TRL, Chattanooga, TN",Building Permit,$161364
2025-141842 BP,"2616 JEFFERSON ST UNIT A, Chattanooga, TN",Building Permit,$256575
2025-144202 EP,"13232 KINCANE DR, Chattanooga, TN",Electrical Permit,$241428
2024-079993 EP,"7015 E WILLIAM CANNON DR, Chattanooga, TN",Electrical Permit,$198881
2025-098895 MP,"5603 CEDRO TRL, Chattanooga, TN",Mechanical Permit,$105985
2025-143401 PP,"1511 OAK HEIGHTS DR BLDG 2, Chattanooga, TN",Plumbing Permit,$296199
2025-143798 PP,"7907 PALACIOS DR, Chattanooga, TN",Plumbing Permit,$295507
2025-130864 BP,"13945 N US 183 HWY SVRD NB BLDG B UNIT 1, Chattanooga, TN",Building Permit,$262222
2025-111562 MP,"3204 LYONS RD UNIT 1, Chattanooga, TN",Mechanical Permit,$276946
2025-135709 BP,"1211 KINNEY AVE BLDG 1, Chattanooga, TN",Building Permit,$114527
2025-143070 EP,"14905 IVEANS WAY, Chattanooga, TN",Electrical Permit,$172324
2025-133546 EP,"301 N PLEASANT VALLEY RD BLDG 3, Chattanooga, TN",Electrical Permit,$243043
2025-138279 DS,"4216 DEEPWOODS DR, Chattanooga, TN",Driveway / Sidewalks,$54607
2025-143775 PP,"305 NELRAY BLVD, Chattanooga, TN",Plumbing Permit,$217191
2025-133544 EP,"301 N PLEASANT VALLEY RD BLDG 1, Chattanooga, TN",Electrical Permit,$269015
2025-142656 PP,"13304 RODEO CV, Chattanooga, TN",Plumbing Permit,$88765
2025-143506 EP,"8611 CLAREWOOD DR, Chattanooga, TN",Electrical Permit,$94843
2025-118588 MP,"5005 SHOALWOOD AVE, Chattanooga, TN",Mechanical Permit,$148754
2025-135038 BP,"1100 S LAMAR BLVD BLDG 2 UNIT 2140, Chattanooga, TN",Building Permit,$155884
2025-142832 PP,"6206 CARY DR, Chattanooga, TN",Plumbing Permit,$293268
2025-142163 MP,"1701 ANISE DR, Chattanooga, TN",Mechanical Permit,$280551
2025-143337 PP,"4800 GROVER AVE, Chattanooga, TN",Plumbing Permit,$222950
2025-069656 EP,"11401 1/2 CENTURY OAKS TER, Chattanooga, TN",Electrical Permit,$221474
2025-142770 PP,"500 S 3RD ST UNIT C, Chattanooga, TN",Plumbing Permit,$138827
2025-143503 MP,"5921 SILVER SCREEN DR, Chattanooga, TN",Mechanical Permit,$65620
2025-143532 PP,"9100 IPSWICH BAY DR, Chattanooga, TN",Plumbing Permit,$172457
2025-142793 EP,"2206 LA CASA DR, Chattanooga, TN",Electrical Permit,$127328
2025-133814 PP,"916 E 39TH ST, Chattanooga, TN",Plumbing Permit,$118104
2025-133545 EP,"301 N PLEASANT VALLEY RD BLDG 2, Chattanooga, TN",Electrical Permit,$230383
2025-143072 MP,"4243 IRIONA BND, Chattanooga, TN",Mechanical Permit,$283463
2025-143097 BP,"8003 DECKER LN, Chattanooga, TN",Building Permit,$102740
2025-144202 PP,"13232 KINCANE DR, Chattanooga, TN",Plumbing Permit,$132230
2025-143828 EP,"4206 FARHILLS DR, Chattanooga, TN",Electrical Permit,$230918
2025-139359 EP,"1704 CORONA DR, Chattanooga, TN",Electrical Permit,$293376
2021-175911 PP,"10611 TURNER DR, Chattanooga, TN",Plumbing Permit,$142287
2025-143297 MP,"5807 FITCHWOOD LN, Chattanooga, TN",Mechanical Permit,$149991
2025-144202 BP,"13232 KINCANE DR, Chattanooga, TN",Building Permit,$101980
2025-123128 PP,"1808 SYLVAN DR BLDG 3, Chattanooga, TN",Plumbing Permit,$272470
2025-142758 MP,"7443 PUSCH RIDGE LOOP, Chattanooga, TN",Mechanical Permit,$61148
2025-144252 MP,"806 JEWELL ST, Chattanooga, TN",Mechanical Permit,$213881
2025-143045 PP,"7300 FOXTREE CV, Chattanooga, TN",Plumbing Permit,$248875
2025-072121 EP,"8810 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$53331
2025-128604 BP,"2503 E 18TH ST, Chattanooga, TN",Building Permit,$164171
2025-142045 BP,"203 1/2 S PLEASANT VALLEY RD, Chattanooga, TN",Building Permit,$90461
2025-142930 EP,"5304 SAMUEL HUSTON AVE BLDG 1, Chattanooga, TN",Electrical Permit,$62779
2025-099710 PP,"9504 WIGGY WAY, Chattanooga, TN",Plumbing Permit,$296687
2025-135712 BP,"1211 KINNEY AVE BLDG 1, Chattanooga, TN",Building Permit,$250346
2025-140082 BP,"910 CHOTE AVE, Chattanooga, TN",Building Permit,$250299
2025-143624 PP,"6705 SKYNOOK DR, Chattanooga, TN",Plumbing Permit,$163758
2025-143718 PP,"5210 OVERBROOK DR, Chattanooga, TN",Plumbing Permit,$222003
2025-142389 PP,"1713 MORROW ST, Chattanooga, TN",Plumbing Permit,$274380
2025-142539 MP,"3405 CLARKSBURG DR, Chattanooga, TN",Mechanical Permit,$282639
2024-073287 DS,"2406 EUCLID AVE, Chattanooga, TN",Driveway / Sidewalks,$205751
2025-140538 BP,"910 CHOTE AVE, Chattanooga, TN",Building Permit,$272362
2025-139541 DS,"7405 CARVER AVE, Chattanooga, TN",Driveway / Sidewalks,$111825
2025-143678 BP,"8714 COASTAL DR, Chattanooga, TN",Building Permit,$225657
2025-134565 EP,"2701 CALABASH CV, Chattanooga, TN",Electrical Permit,$174955
2025-141444 PP,"4502 RAMSEY AVE, Chattanooga, TN",Plumbing Permit,$165202
2025-142794 MP,"8900 LA SIESTA BND, Chattanooga, TN",Mechanical Permit,$285617
2025-142801 MP,"7114 FOXTREE CV, Chattanooga, TN",Mechanical Permit,$215343
2025-103259 PP,"2213 SANTA MARIA ST--DEMO, Chattanooga, TN",Plumbing Permit,$202506
2025-142846 PP,"8205 STILLWOOD LN, Chattanooga, TN",Plumbing Permit,$241726
2025-141908 PP,"2205 SCHULLE AVE, Chattanooga, TN",Plumbing Permit,$147190
2025-069980 MP,"8200 LEROI DR, Chattanooga, TN",Mechanical Permit,$203413
2025-144451 BP,"3002 WEBBERVILLE RD BLDG 2, Chattanooga, TN",Building Permit,$107893
2025-135407 EP,"3412 CEDAR ST UNIT 1, Chattanooga, TN",Electrical Permit,$70787
2025-143405 MP,"8402 VAQUERO CV, Chattanooga, TN",Mechanical Permit,$263535
2025-144707 EP,"417 HONEYCOMB RIDGE, Chattanooga, TN",Electrical Permit,$91292
2025-139037 BP,"8700 AZALEA TRL, Chattanooga, TN",Building Permit,$279093
2025-092356 MP,"2401 LAKE AUSTIN BLVD, Chattanooga, TN",Mechanical Permit,$160334
2025-002568 BP,"6404 WILBUR DR, Chattanooga, TN",Building Permit,$77212
2025-144583 BP,"6407 CASCADA DR, Chattanooga, TN",Building Permit,$92404
2025-139018 BP,"514 E LIVE OAK ST, Chattanooga, TN",Building Permit,$128208
2025-143688 EP,"5304 SAMUEL HUSTON AVE BLDG 1, Chattanooga, TN",Electrical Permit,$157181
2025-143954 PP,"12002 DRY CATTAIL DR, Chattanooga, TN",Plumbing Permit,$208647
2025-144114 EP,"7005 WOODFORD WAY, Chattanooga, TN",Electrical Permit,$97362
2025-143308 MP,"7500 VOL WALKER DR, Chattanooga, TN",Mechanical Permit,$176776
2025-067936 PP,"8107 MULEY DR, Chattanooga, TN",Plumbing Permit,$207477
2025-070259 MP,"8812 MARMOSET WAY, Chattanooga, TN",Mechanical Permit,$133474
2025-135711 BP,"1211 KINNEY AVE BLDG 3, Chattanooga, TN",Building Permit,$171176
2025-124732 BP,"5811 TRADE CENTER DR BLDG 8 UNIT 830, Chattanooga, TN",Building Permit,$168955
2025-142953 PP,"1616 W 5TH ST, Chattanooga, TN",Plumbing Permit,$298754
2025-128603 BP,"1711 SINGLETON AVE, Chattanooga, TN",Building Permit,$244362
2025-139515 PP,"13492 N US 183 HWY SVRD SB UNIT 100, Chattanooga, TN",Plumbing Permit,$166296
2025-143941 EP,"4915 MAUFRAIS LN, Chattanooga, TN",Electrical Permit,$198571
2025-143936 EP,"604 W LEDGEWAY, Chattanooga, TN",Electrical Permit,$133151
2025-137859 MP,"10905 BALLYBUNION PL, Chattanooga, TN",Mechanical Permit,$214689
2025-072121 MP,"8810 MARMOSET WAY, Chattanooga, TN",Mechanical Permit,$230134
2025-139432 BP,"9828 GREAT HILLS TRL UNIT 400, Chattanooga, TN",Building Permit,$254033
2025-143331 BP,"2315 1/2 E ANDERSON LN SVRD EB, Chattanooga, TN",Building Permit,$290752
2025-071632 MP,"8808 MARMOSET WAY, Chattanooga, TN",Mechanical Permit,$122934
2025-143961 PP,"8101 ASMARA DR, Chattanooga, TN",Plumbing Permit,$153415
2025-130864 EP,"13945 N US 183 HWY SVRD NB BLDG B UNIT 1, Chattanooga, TN",Electrical Permit,$67974
2025-070259 EP,"8812 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$206565
2025-144016 MP,"5411 BENNETT AVE, Chattanooga, TN",Mechanical Permit,$208105
2025-143962 BP,"2101 STAMFORD LN, Chattanooga, TN",Building Permit,$243716
2025-144250 MP,"6003 MESA DR, Chattanooga, TN",Mechanical Permit,$250334
2025-070386 MP,"8814 MARMOSET WAY, Chattanooga, TN",Mechanical Permit,$266849
