permit_number,address,type,value
2025-143999 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$262539
2025-143974 BP,"8301 JOHNNY MORRIS RD, Austin, TX",Building Permit,$207947
2025-122397 MP,"8109 ELKHORN MOUNTAIN TRL, Austin, TX",Mechanical Permit,$236610
2025-143502 EP,"12020 MURANO DR, Austin, TX",Electrical Permit,$139411
2025-140276 EP,"12412 MALLARD LN, Austin, TX",Electrical Permit,$196044
2025-143996 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$92406
2025-143988 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$296960
2025-141593 EP,"9501 DINGO DR, Austin, TX",Electrical Permit,$108786
2025-143931 BP,"6108 LARCH TER, Austin, TX",Building Permit,$118823
2025-143619 BP,"766 LATTERIDGE DR, Austin, TX",Building Permit,$175935
2025-143975 BP,"8301 JOHNNY MORRIS RD, Austin, TX",Building Permit,$70699
2025-141443 PP,"2406 ARPDALE ST, Austin, TX",Plumbing Permit,$281194
2025-139862 BP,"401 CONGRESS AVE UNIT FLR32, Austin, TX",Building Permit,$290473
2025-143998 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$61915
2025-143976 BP,"8301 JOHNNY MORRIS RD BLDG CP5, Austin, TX",Building Permit,$212113
2025-143663 EP,"4705 PEWTER LN, Austin, TX",Electrical Permit,$255789
2025-144063 PP,"2208 INDIAN TRL BLDG A, Austin, TX",Plumbing Permit,$168181
2025-142368 PP,"7920 COMFORT CV, Austin, TX",Plumbing Permit,$140385
2025-111007 MP,"3401 WEBBERVILLE RD, Austin, TX",Mechanical Permit,$105698
2025-143925 PP,"4410 SPEEDWAY BLDG A, Austin, TX",Plumbing Permit,$151065
2025-143038 MP,"9016 PEAFOWL ST, Austin, TX",Mechanical Permit,$150452
2025-143989 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$61014
2025-143089 BP,"2509 TARRYHILL PL, Austin, TX",Building Permit,$197671
2025-143993 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$240229
2025-143534 BP,"1507 PARKWAY, Austin, TX",Building Permit,$197577
2025-140836 PP,"4500 DOVEHILL DR, Austin, TX",Plumbing Permit,$257743
2025-121132 EP,"12508 DEER FALLS DR, Austin, TX",Electrical Permit,$241568
2025-074160 BP,"2611 DEERFOOT TRL, Austin, TX",Building Permit,$223133
2025-143242 BP,"10021 MOUNT RAINIER DR, Austin, TX",Building Permit,$199335
2025-143373 EP,"508 SEMINOLE DR, Austin, TX",Electrical Permit,$224272
2025-143190 PP,"9201 BRODIE LN BLDG 38 UNIT 3803, Austin, TX",Plumbing Permit,$126538
2025-140691 EP,"16407 KIDD LN, Austin, TX",Electrical Permit,$198586
2025-111868 MP,"6320 ED BLUESTEIN BLVD SB, Austin, TX",Mechanical Permit,$191478
2025-144105 BP,"6800 MEADOW CIR, Austin, TX",Building Permit,$250880
2025-142112 EP,"1701 BROADMOOR DR, Austin, TX",Electrical Permit,$225102
2025-143970 BP,"8301 JOHNNY MORRIS RD BLDG CP4, Austin, TX",Building Permit,$165177
2025-141899 PP,"4407 GANYMEDE DR, Austin, TX",Plumbing Permit,$81626
2025-143899 BP,"6805 STONLEIGH PL, Austin, TX",Building Permit,$217475
2025-143971 BP,"8301 JOHNNY MORRIS RD BLDG CANOPY1, Austin, TX",Building Permit,$96025
2025-143968 BP,"8301 JOHNNY MORRIS RD BLDG 4, Austin, TX",Building Permit,$92011
2025-144004 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$154717
2025-142066 PP,"14100 AVERY RANCH BLVD UNIT 1102, Austin, TX",Plumbing Permit,$159745
2025-143991 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$78863
2025-120865 PP,"4507 HANK AVE, Austin, TX",Plumbing Permit,$92525
2025-142530 EP,"17208 WIND CHIME DR, Austin, TX",Electrical Permit,$108377
2025-143990 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$268268
2025-133324 PP,"11917 MURANO DR, Austin, TX",Plumbing Permit,$133223
2025-143992 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$135848
2025-143313 PP,"12611 CEDAR ST, Austin, TX",Plumbing Permit,$286436
2025-141082 EP,"500 MAIRO ST, Austin, TX",Electrical Permit,$282601
2025-138130 MP,"8808 GOLDEN LION DR, Austin, TX",Mechanical Permit,$59271
2025-140990 MP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Austin, TX",Mechanical Permit,$71200
2025-143758 EP,"311 E 5TH ST, Austin, TX",Electrical Permit,$116109
2025-144165 PP,"2206 BLUE MEADOW DR, Austin, TX",Plumbing Permit,$274467
2025-143613 BP,"2306 ROGGE LN, Austin, TX",Building Permit,$195537
2025-139584 DS,"1141 1/2 GUNTER ST, Austin, TX",Driveway / Sidewalks,$81958
2025-097000 EP,"2213 DEADWOOD DR, Austin, TX",Electrical Permit,$163888
2025-139189 PP,"1604 GARDEN ST, Austin, TX",Plumbing Permit,$138462
2025-143551 PP,"12611 N MOPAC EXPY SVRD NB, Austin, TX",Plumbing Permit,$228998
2025-128765 EP,"2100 MOUNTAIN VIEW RD UNIT B, Austin, TX",Electrical Permit,$174755
2025-142607 BP,"6206 PONCA ST, Austin, TX",Building Permit,$84364
2022-177000 PP,"3005 WESTLAKE DR, Austin, TX",Plumbing Permit,$264823
2025-142935 EP,"8301 1/2 JOHNNY MORRIS RD, Austin, TX",Electrical Permit,$242432
2025-133353 DS,"1713 PIEDMONT AVE, Austin, TX",Driveway / Sidewalks,$74544
2025-142048 PP,"8612 MILLWAY DR, Austin, TX",Plumbing Permit,$222792
2025-141586 EP,"9217 CALVERT WAY, Austin, TX",Electrical Permit,$81291
2025-128764 EP,"2100 MOUNTAIN VIEW RD UNIT A, Austin, TX",Electrical Permit,$123831
2025-141890 EP,"2330 S LAMAR BLVD, Austin, TX",Electrical Permit,$236984
2025-140831 PP,"2303 BITTER CREEK DR, Austin, TX",Plumbing Permit,$75751
2025-143986 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$253243
2025-138878 EP,"3406 BANTON RD, Austin, TX",Electrical Permit,$134816
2025-142633 BP,"4606 AVENUE H, Austin, TX",Building Permit,$187437
2025-144003 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$82901
2025-132152 EP,"11101 TOWNSHIP CV, Austin, TX",Electrical Permit,$136570
2025-143822 EP,"10900 RESEARCH BLVD SVRD SB BLDG C, Austin, TX",Electrical Permit,$246506
2025-141476 PP,"7516 JOURNEYVILLE DR, Austin, TX",Plumbing Permit,$222910
2025-142570 EP,"9049 VIGEN CIR, Austin, TX",Electrical Permit,$62946
2025-143977 BP,"8301 JOHNNY MORRIS RD BLDG DP1, Austin, TX",Building Permit,$236318
2025-140018 MP,"3602 MARCAE CT, Austin, TX",Mechanical Permit,$173835
2025-141458 PP,"11604 TRIDENS CT, Austin, TX",Plumbing Permit,$200069
2025-143994 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$117671
2025-142057 PP,"7708 SAN FELIPE BLVD BLDG M UNIT 42, Austin, TX",Plumbing Permit,$51161
2025-137885 PP,"5408 MONTVIEW ST, Austin, TX",Plumbing Permit,$108402
2025-140757 PP,"6701 ROTAN DR, Austin, TX",Plumbing Permit,$184575
2025-143189 PP,"1612 WILLOW ST UNIT B, Austin, TX",Plumbing Permit,$113678
2025-100692 PP,"6908 RUFUS DR, Austin, TX",Plumbing Permit,$129782
2025-142941 EP,"4302 WATERFORD PL, Austin, TX",Electrical Permit,$60188
2025-143038 EP,"9016 PEAFOWL ST, Austin, TX",Electrical Permit,$55018
2025-140760 PP,"9432 JENARO CT, Austin, TX",Plumbing Permit,$166250
2025-139062 EP,"8600 N LAMAR BLVD BLDG D, Austin, TX",Electrical Permit,$84120
2025-143545 BP,"6913 CASTLEKEEP WAY, Austin, TX",Building Permit,$259220
2025-143973 BP,"8301 JOHNNY MORRIS RD, Austin, TX",Building Permit,$225363
2025-014465 EP,"2610 S IH 35 SVRD SB, Austin, TX",Electrical Permit,$139426
2025-099630 PP,"9501 DINGO DR, Austin, TX",Plumbing Permit,$178511
2025-141599 EP,"9009 NILGAI DR, Austin, TX",Electrical Permit,$61078
2025-142580 PP,"13109 TAMAR CT, Austin, TX",Plumbing Permit,$98847
2025-143038 BP,"9016 PEAFOWL ST, Austin, TX",Building Permit,$190152
2024-133042 MP,"2500 BRAEMAR CV, Austin, TX",Mechanical Permit,$165118
2025-140990 EP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Austin, TX",Electrical Permit,$154470
2025-143456 BP,"11266 TAYLOR DRAPER LN BLDG 26, Austin, TX",Building Permit,$63058
2022-108718 BP,"1812 CLIFFORD AVE, Austin, TX",Building Permit,$257855
2025-141713 EP,"8619 WINDING WALK, Austin, TX",Electrical Permit,$292257
2025-143972 BP,"8301 JOHNNY MORRIS RD BLDG CANOPY2, Austin, TX",Building Permit,$83055
2025-091390 EP,"2702 E CESAR CHAVEZ ST, Austin, TX",Electrical Permit,$153403
2025-143147 MP,"3304 AUTUMN BAY DR, Austin, TX",Mechanical Permit,$173096
2025-144121 BP,"6909 SABRINA DR, Austin, TX",Building Permit,$272614
2025-142273 EP,"205 MEDINA--BLDG 1, Austin, TX",Electrical Permit,$102192
2025-142062 PP,"3815 MENCHACA RD UNIT 29, Austin, TX",Plumbing Permit,$163123
2025-142625 PP,"7814 RUTGERS AVE, Austin, TX",Plumbing Permit,$253001
2025-140990 PP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Austin, TX",Plumbing Permit,$70180
2025-141448 EP,"3016 WEST TERRACE DR, Austin, TX",Electrical Permit,$260658
2024-164426 BP,"95 CLARA ST, Austin, TX",Building Permit,$221282
2025-139422 EP,"1310 BERKSHIRE DR, Austin, TX",Electrical Permit,$123619
2024-096029 MP,"4910 CRAIG DR, Austin, TX",Mechanical Permit,$295320
2025-136078 PP,"4602 LAUREL CANYON DR, Austin, TX",Plumbing Permit,$232801
2025-141797 EP,"500 CANYON RIM DR, Austin, TX",Electrical Permit,$202539
2025-143928 PP,"4410 SPEEDWAY BLDG B, Austin, TX",Plumbing Permit,$147833
2025-136440 PP,"4107 E YAGER LN BLDG 2, Austin, TX",Plumbing Permit,$237544
2025-142054 MP,"4913 BARCLAY HEIGHTS CT, Austin, TX",Mechanical Permit,$65462
2025-140021 MP,"2114 GOODRICH AVE UNIT 9, Austin, TX",Mechanical Permit,$149805
2025-125144 EP,"422 GUADALUPE ST, Austin, TX",Electrical Permit,$119078
2025-138118 BP,"8304 APPALACHIAN DR, Austin, TX",Building Permit,$208565
2025-143997 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$134079
2025-140204 PP,"14812 AVERY RANCH BLVD BLDG 9, Austin, TX",Plumbing Permit,$132350
2025-144061 PP,"1404 PARK CENTER DR, Austin, TX",Plumbing Permit,$79979
2025-143995 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$292774
2025-133861 PP,"12013 RUSSO DR, Austin, TX",Plumbing Permit,$222471
2025-140843 PP,"1702 SANCHEZ ST, Austin, TX",Plumbing Permit,$68329
2025-142691 MP,"6304 BETTY COOK DR BLDG B, Austin, TX",Mechanical Permit,$227122
2025-120866 PP,"4507 HANK AVE BLDG 2, Austin, TX",Plumbing Permit,$104971
2025-139724 PP,"11801 VIA GRANDE DR, Austin, TX",Plumbing Permit,$232817
2025-143039 EP,"7304 CALLBRAM LN, Austin, TX",Electrical Permit,$53940
2025-142086 EP,"13017 STAYWELL WAY, Austin, TX",Electrical Permit,$113414
2025-141781 BP,"407 1/2 W 27TH ST, Austin, TX",Building Permit,$188199
2025-142193 MP,"12817 COUNCIL BLUFF DR, Austin, TX",Mechanical Permit,$262010
2025-142628 BP,"2409 GLEN SPRINGS WAY, Austin, TX",Building Permit,$87417
2025-096947 BP,"2509 TARRYHILL PL, Austin, TX",Building Permit,$64360
2022-152739 PP,"3007 LOCKE LN, Austin, TX",Plumbing Permit,$51526
2025-141127 BP,"2702 ENFIELD RD, Austin, TX",Building Permit,$58562
2025-142076 MP,"911 TAULBEE LN UNIT A, Austin, TX",Mechanical Permit,$269343
2025-140785 PP,"4530 CLAWSON RD BLDG 2, Austin, TX",Plumbing Permit,$86083
2025-072650 MP,"9200 HAMADRYAS DR, Austin, TX",Mechanical Permit,$52435
2025-143987 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$93956
2025-140303 MP,"2004 TRAVIS HEIGHTS BLVD, Austin, TX",Mechanical Permit,$116292
2025-143985 BP,"8301 JOHNNY MORRIS RD, Austin, TX",Building Permit,$170107
2025-141977 EP,"500 BRAMBLE DR, Austin, TX",Electrical Permit,$280172
2008-005377 EP,"4909 ROLLINGWOOD DR, Austin, TX",Electrical Permit,$166271
2025-085821 EP,"4901 RIDGE OAK DR, Austin, TX",Electrical Permit,$55853
2025-143769 PP,"8921 W US 290 HWY BLDG 7, Austin, TX",Plumbing Permit,$277327
2025-141905 PP,"11300 WET SEASON DR, Austin, TX",Plumbing Permit,$292556
2025-142747 EP,"2509 TARRYHILL PL, Austin, TX",Electrical Permit,$131166
2025-140724 MP,"3445 GREYSTONE DR, Austin, TX",Mechanical Permit,$150770
2025-132523 EP,"4614 CRESTWAY DR, Austin, TX",Electrical Permit,$277838
2025-142245 MP,"9337 BERNOULLI DR, Austin, TX",Mechanical Permit,$63473
2025-142764 PP,"2400 ALLRED DR UNIT A, Austin, TX",Plumbing Permit,$272255
2025-129927 EP,"401 W 3RD ST, Austin, TX",Electrical Permit,$188025
2025-115076 PP,"408 JOSEPHINE ST, Austin, TX",Plumbing Permit,$124151
2025-143828 BP,"4206 FARHILLS DR, Austin, TX",Building Permit,$134418
2025-142573 PP,"1600 WATERLOO TRL BLDG B, Austin, TX",Plumbing Permit,$289370
2025-142171 EP,"11603 SHIMMERING SEA DR, Austin, TX",Electrical Permit,$132450
2025-141723 PP,"3613 BLUESTEIN DR, Austin, TX",Plumbing Permit,$120535
2025-143982 BP,"8301 JOHNNY MORRIS RD BLDG DP3, Austin, TX",Building Permit,$240686
2025-119118 MP,"2200 BRISTOL DR, Austin, TX",Mechanical Permit,$77312
2025-142330 PP,"8406 FURNESS DR, Austin, TX",Plumbing Permit,$286928
2025-142585 PP,"5725 PINON VISTA DR, Austin, TX",Plumbing Permit,$109853
2025-144138 EP,"5916 SWEDISH FARMS TER, Austin, TX",Electrical Permit,$272380
2025-144002 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$287051
2025-144000 BP,"8001 JOHNNY MORRIS RD, Austin, TX",Building Permit,$70699
2025-144246 BP,"5501 W PARMER LN BLDG 2, Austin, TX",Building Permit,$143552
2025-141835 MP,"7910 CEBERRY DR UNIT B, Austin, TX",Mechanical Permit,$182014
2025-141529 MP,"3405 CLEARVIEW DR, Austin, TX",Mechanical Permit,$62750
2025-142037 PP,"11300 AVERING LN, Austin, TX",Plumbing Permit,$184330
2025-140881 EP,"3501 ALPINE CIR BLDG B, Austin, TX",Electrical Permit,$151516
2025-140169 EP,"4203 AVENUE G, Austin, TX",Electrical Permit,$159437
2025-142940 MP,"4910 WEST FRANCES PL, Austin, TX",Mechanical Permit,$262699
2025-117439 EP,"11101 TOWNSHIP CV, Austin, TX",Electrical Permit,$248281
2025-131919 MP,"5804 CHERRY CREEK DR, Austin, TX",Mechanical Permit,$165607
2025-142426 MP,"7260 CORONADO CIR, Austin, TX",Mechanical Permit,$237860
2025-143044 EP,"5808 GATESHEAD DR, Austin, TX",Electrical Permit,$245595
2025-135587 MP,"3611 SERENA WOODS CT, Austin, TX",Mechanical Permit,$207120
2025-123891 EP,"10609 SANS SOUCI PL, Austin, TX",Electrical Permit,$150703
2025-141486 MP,"11000 WANDERING WAY, Austin, TX",Mechanical Permit,$87901
2025-141496 MP,"11205 COUNTY DOWN DR, Austin, TX",Mechanical Permit,$287956
2025-141675 MP,"3600 S LAMAR BLVD UNIT 502, Austin, TX",Mechanical Permit,$204835
2025-141472 MP,"6304 LONDON DR, Austin, TX",Mechanical Permit,$51218
2025-143327 PP,"11902 RENNALEE LOOP, Austin, TX",Plumbing Permit,$205273
2025-144010 BP,"444 E ST ELMO RD BLDG B, Austin, TX",Building Permit,$59487
2025-138182 EP,"2507 INWOOD PL, Austin, TX",Electrical Permit,$161008
2025-141328 MP,"6401 CARRINGTON DR, Austin, TX",Mechanical Permit,$186657
2025-140873 EP,"5327 KING HENRY DR, Austin, TX",Electrical Permit,$283921
2025-142028 PP,"11505 GLEN FALLOCH CT, Austin, TX",Plumbing Permit,$214838
2025-137750 BP,"4821 RIVER PLACE BLVD, Austin, TX",Building Permit,$94952
2025-128912 PP,"1702 SHELBOURNE DR, Austin, TX",Plumbing Permit,$175889
2025-143728 MP,"2511 MONTOPOLIS DR UNIT 331, Austin, TX",Mechanical Permit,$150478
2025-143521 EP,"3625 1/2 N FM 620 RD, Austin, TX",Electrical Permit,$169001
2025-143052 PP,"14513 MOWSBURY DR, Austin, TX",Plumbing Permit,$65832
2025-140188 EP,"6101 MOUNTAIN VILLA CV, Austin, TX",Electrical Permit,$193876
2025-022712 PP,"2110 ARPDALE ST, Austin, TX",Plumbing Permit,$244550
2025-141264 PP,"4116 CREEK LEDGE, Austin, TX",Plumbing Permit,$120062
2025-143530 PP,"3601 ARROWHEAD DR, Austin, TX",Plumbing Permit,$203120
2025-144431 PP,"3504 ROCKHURST LN, Austin, TX",Plumbing Permit,$70900
2025-142166 PP,"863 AIRPORT BLVD BLDG B, Austin, TX",Plumbing Permit,$145002
2025-144662 PP,"721 BARTON SPRINGS RD, Austin, TX",Plumbing Permit,$276229
2025-139969 EP,"11420 ALTERRA PKWY, Austin, TX",Electrical Permit,$242792
2025-142974 PP,"8904 COASTAL DR, Austin, TX",Plumbing Permit,$189293
2024-037076 BP,"2308 EUCLID AVE, Austin, TX",Building Permit,$243969
2025-144239 PP,"5020 LEXINGTON MEADOW LN, Austin, TX",Plumbing Permit,$60918
2025-143403 EP,"620 MONTOPOLIS DR, Austin, TX",Electrical Permit,$50827
2025-144403 PP,"13513 STOCKSBRIDGE DR, Austin, TX",Plumbing Permit,$138199
2025-143407 EP,"5000 FORT CLARK DR, Austin, TX",Electrical Permit,$112269
2025-137637 DS,"9117 IPSWICH BAY DR, Austin, TX",Driveway / Sidewalks,$293481
2025-143348 MP,"5510 MAPLELEAF DR, Austin, TX",Mechanical Permit,$86388
2025-141626 EP,"7013 WOODFORD WAY, Austin, TX",Electrical Permit,$267761
2025-141775 PP,"4819 CALHOUN CANYON LOOP, Austin, TX",Plumbing Permit,$130361
2025-135633 BP,"1309 ALGUNO RD BLDG 2, Austin, TX",Building Permit,$248811
2024-081389 EP,"7015 E WILLIAM CANNON DR, Austin, TX",Electrical Permit,$149556
2025-142715 MP,"5606 GROVER AVE UNIT A, Austin, TX",Mechanical Permit,$145878
2025-143729 PP,"6004 ALFRED ACRES DR, Austin, TX",Plumbing Permit,$220416
2025-135713 BP,"1211 KINNEY AVE BLDG 2, Austin, TX",Building Permit,$299887
2025-137275 EP,"5301 RIATA PARK CT BLDG D, Austin, TX",Electrical Permit,$116182
2025-143678 PP,"8714 COASTAL DR, Austin, TX",Plumbing Permit,$261883
2025-135059 BP,"8010 BURLESON RD, Austin, TX",Building Permit,$171123
2025-140965 EP,"3514 LAKELAND DR, Austin, TX",Electrical Permit,$247904
2025-131842 EP,"11605 EUBANK DR, Austin, TX",Electrical Permit,$138380
2025-143635 MP,"4501 WHISPERING VALLEY DR UNIT 11, Austin, TX",Mechanical Permit,$225584
2025-142780 EP,"5000 ARAX CV, Austin, TX",Electrical Permit,$107255
2025-144067 BP,"913 ROCKY SPRING RD, Austin, TX",Building Permit,$163115
2025-143483 PP,"4602 CANYONWOOD DR, Austin, TX",Plumbing Permit,$224224
2025-100010 PP,"1212 WESTHEIMER DR BLDG 10, Austin, TX",Plumbing Permit,$158094
2025-137646 EP,"6715 S IH 35 SVRD NB, Austin, TX",Electrical Permit,$86892
2024-016229 PP,"514 E LIVE OAK ST, Austin, TX",Plumbing Permit,$294379
2025-143325 PP,"8106 GREENWICH MERIDIAN, Austin, TX",Plumbing Permit,$145792
2025-113753 EP,"1804 E 22ND ST--UNIT 2A, Austin, TX",Electrical Permit,$113974
2025-093214 PP,"41 MARGRANITA CRES UNIT A, Austin, TX",Plumbing Permit,$80842
2025-051604 BP,"124 W ANDERSON LN SVRD WB, Austin, TX",Building Permit,$238925
2025-122454 DS,"2406 EUCLID AVE, Austin, TX",Driveway / Sidewalks,$248538
2025-143616 EP,"2524 WINCHELL LN, Austin, TX",Electrical Permit,$150636
2025-143156 EP,"4106 CAT MOUNTAIN DR, Austin, TX",Electrical Permit,$177550
2025-144014 BP,"8902 BRIDGEWOOD TRL, Austin, TX",Building Permit,$154697
2025-141842 BP,"2616 JEFFERSON ST UNIT A, Austin, TX",Building Permit,$229775
2025-144202 EP,"13232 KINCANE DR, Austin, TX",Electrical Permit,$147191
2024-079993 EP,"7015 E WILLIAM CANNON DR, Austin, TX",Electrical Permit,$265952
2025-098895 MP,"5603 CEDRO TRL, Austin, TX",Mechanical Permit,$92964
2025-143401 PP,"1511 OAK HEIGHTS DR BLDG 2, Austin, TX",Plumbing Permit,$223908
2025-143798 PP,"7907 PALACIOS DR, Austin, TX",Plumbing Permit,$269213
2025-130864 BP,"13945 N US 183 HWY SVRD NB BLDG B UNIT 1, Austin, TX",Building Permit,$262288
2025-111562 MP,"3204 LYONS RD UNIT 1, Austin, TX",Mechanical Permit,$102259
2025-135709 BP,"1211 KINNEY AVE BLDG 1, Austin, TX",Building Permit,$236015
2025-143070 EP,"14905 IVEANS WAY, Austin, TX",Electrical Permit,$168834
2025-133546 EP,"301 N PLEASANT VALLEY RD BLDG 3, Austin, TX",Electrical Permit,$178713
2025-138279 DS,"4216 DEEPWOODS DR, Austin, TX",Driveway / Sidewalks,$134976
2025-143775 PP,"305 NELRAY BLVD, Austin, TX",Plumbing Permit,$162089
2025-133544 EP,"301 N PLEASANT VALLEY RD BLDG 1, Austin, TX",Electrical Permit,$90019
2025-142656 PP,"13304 RODEO CV, Austin, TX",Plumbing Permit,$64945
2025-143506 EP,"8611 CLAREWOOD DR, Austin, TX",Electrical Permit,$143385
2025-118588 MP,"5005 SHOALWOOD AVE, Austin, TX",Mechanical Permit,$169657
2025-135038 BP,"1100 S LAMAR BLVD BLDG 2 UNIT 2140, Austin, TX",Building Permit,$202618
2025-142832 PP,"6206 CARY DR, Austin, TX",Plumbing Permit,$255433
2025-142163 MP,"1701 ANISE DR, Austin, TX",Mechanical Permit,$235039
2025-143337 PP,"4800 GROVER AVE, Austin, TX",Plumbing Permit,$58822
2025-069656 EP,"11401 1/2 CENTURY OAKS TER, Austin, TX",Electrical Permit,$169944
2025-142770 PP,"500 S 3RD ST UNIT C, Austin, TX",Plumbing Permit,$147245
2025-143503 MP,"5921 SILVER SCREEN DR, Austin, TX",Mechanical Permit,$257170
2025-143532 PP,"9100 IPSWICH BAY DR, Austin, TX",Plumbing Permit,$257987
2025-142793 EP,"2206 LA CASA DR, Austin, TX",Electrical Permit,$257582
2025-133814 PP,"916 E 39TH ST, Austin, TX",Plumbing Permit,$226913
2025-133545 EP,"301 N PLEASANT VALLEY RD BLDG 2, Austin, TX",Electrical Permit,$156329
2025-143072 MP,"4243 IRIONA BND, Austin, TX",Mechanical Permit,$211080
2025-143097 BP,"8003 DECKER LN, Austin, TX",Building Permit,$145033
2025-144202 PP,"13232 KINCANE DR, Austin, TX",Plumbing Permit,$101557
2025-143828 EP,"4206 FARHILLS DR, Austin, TX",Electrical Permit,$160754
2025-139359 EP,"1704 CORONA DR, Austin, TX",Electrical Permit,$216789
2021-175911 PP,"10611 TURNER DR, Austin, TX",Plumbing Permit,$216901
2025-143297 MP,"5807 FITCHWOOD LN, Austin, TX",Mechanical Permit,$70687
2025-144202 BP,"13232 KINCANE DR, Austin, TX",Building Permit,$95360
2025-123128 PP,"1808 SYLVAN DR BLDG 3, Austin, TX",Plumbing Permit,$101480
2025-142758 MP,"7443 PUSCH RIDGE LOOP, Austin, TX",Mechanical Permit,$95705
2025-144252 MP,"806 JEWELL ST, Austin, TX",Mechanical Permit,$104854
2025-143045 PP,"7300 FOXTREE CV, Austin, TX",Plumbing Permit,$287402
2025-072121 EP,"8810 MARMOSET WAY, Austin, TX",Electrical Permit,$141010
2025-128604 BP,"2503 E 18TH ST, Austin, TX",Building Permit,$117002
