permit_number,address,type,value
2025-144187 PP,"8509 DONGAN DR, Nashville, TN",Plumbing Permit,$228217
2025-141656 PP,"8600 MILLWAY DR, Nashville, TN",Plumbing Permit,$167345
2025-142150 MP,"6101 HYSIDE DR, Nashville, TN",Mechanical Permit,$94455
2025-043139 MP,"4412 S 1ST ST BLDG 3, Nashville, TN",Mechanical Permit,$127330
2023-059241 BP,"15600 SAMUEL TRL, Nashville, TN",Building Permit,$142894
2025-138712 PP,"1904 SHARON LN, Nashville, TN",Plumbing Permit,$266381
2025-146752 EP,"9705 DE VACA DR, Nashville, TN",Electrical Permit,$108043
2025-139426 EP,"702 NEWCASTLE DR, Nashville, TN",Electrical Permit,$249205
2025-146289 PP,"13413 LOIS LN, Nashville, TN",Plumbing Permit,$124844
2025-145618 MP,"2903 HILLVIEW RD UNIT 2, Nashville, TN",Mechanical Permit,$165995
2025-145957 PP,"11312 CHERISSE DR, Nashville, TN",Plumbing Permit,$59994
2025-144766 MP,"7625 JOURNEYVILLE DR, Nashville, TN",Mechanical Permit,$172882
2025-113753 PP,"1804 E 22ND ST--UNIT 2A, Nashville, TN",Plumbing Permit,$54734
2025-145174 EP,"916 RETAMA ST, Nashville, TN",Electrical Permit,$84811
2025-145404 EP,"1815 ALAMEDA DR, Nashville, TN",Electrical Permit,$268184
2025-146373 BP,"5303 MONARDA MINT DR, Nashville, TN",Building Permit,$63882
2025-146962 EP,"12016 MURANO DR, Nashville, TN",Electrical Permit,$183245
2025-139955 PP,"4603 BUCKS RUN, Nashville, TN",Plumbing Permit,$258022
2025-146119 MP,"5815 WAGON TRAIN RD, Nashville, TN",Mechanical Permit,$73124
2025-145654 PP,"8010 HILLRISE DR, Nashville, TN",Plumbing Permit,$177837
2025-145431 PP,"2211 E 18TH ST UNIT 2, Nashville, TN",Plumbing Permit,$263448
2025-136690 MP,"1806 PRINCETON AVE, Nashville, TN",Mechanical Permit,$83569
2025-146976 EP,"11908 MURANO DR, Nashville, TN",Electrical Permit,$203184
2025-113893 PP,"401 CONGRESS AVE UNIT 2075, Nashville, TN",Plumbing Permit,$273960
2025-138712 MP,"1904 SHARON LN, Nashville, TN",Mechanical Permit,$121311
2025-146093 MP,"700 GAMEZ CV BLDG B, Nashville, TN",Mechanical Permit,$200188
2025-145482 MP,"1101 W 31ST ST, Nashville, TN",Mechanical Permit,$294942
2025-139195 EP,"7104 GREENOCK ST, Nashville, TN",Electrical Permit,$81180
2025-068059 DS,"3816 S 1ST ST, Nashville, TN",Driveway / Sidewalks,$177025
2025-138108 EP,"7002 WOODFORD WAY, Nashville, TN",Electrical Permit,$249216
2025-147050 PP,"8905 COASTAL DR, Nashville, TN",Plumbing Permit,$55869
2025-113752 PP,"1804 E 22ND ST--BLDG 1, Nashville, TN",Plumbing Permit,$165027
2025-089678 EP,"9120 FURMAN DR, Nashville, TN",Electrical Permit,$194547
2025-142238 EP,"7105 N IH 35 SVRD NB, Nashville, TN",Electrical Permit,$134662
2025-145382 EP,"5401 BOTTICELLI DR, Nashville, TN",Electrical Permit,$219394
2025-145400 MP,"12901 N IH 35 SVRD NB BLDG 1 UNIT 110, Nashville, TN",Mechanical Permit,$67154
2025-113892 PP,"401 CONGRESS AVE UNIT 2050, Nashville, TN",Plumbing Permit,$50508
2025-142286 EP,"7105 N IH 35 SVRD NB, Nashville, TN",Electrical Permit,$118136
2025-145665 EP,"2202 DE VERNE ST, Nashville, TN",Electrical Permit,$237563
2025-145808 EP,"1727 MEARNS MEADOW BLVD, Nashville, TN",Electrical Permit,$84293
2025-131397 DS,"2204-2221 PERSHING DR, Nashville, TN",Driveway / Sidewalks,$146715
2025-145617 MP,"2903 HILLVIEW RD Unit 1, Nashville, TN",Mechanical Permit,$272745
2025-145689 BP,"4008 BALCONES WOODS DR, Nashville, TN",Building Permit,$200628
2025-145704 MP,"4509 GLOMAR AVE, Nashville, TN",Mechanical Permit,$106891
2025-138712 BP,"1904 SHARON LN, Nashville, TN",Building Permit,$108371
2025-132823 BP,"1306 ROCKCLIFF RD, Nashville, TN",Building Permit,$190466
2025-146097 EP,"2211 ALLRED DR, Nashville, TN",Electrical Permit,$178975
2025-146438 MP,"5913 HIDDEN VALLEY TRL, Nashville, TN",Mechanical Permit,$180775
2025-140444 PP,"8301 S IH 35 SVRD NB, Nashville, TN",Plumbing Permit,$235654
2025-146800 EP,"11929 RAVENNA CV, Nashville, TN",Electrical Permit,$163752
2025-145966 BP,"2206 LA CASA DR, Nashville, TN",Building Permit,$96954
2025-140579 EP,"1936 1/2 E OLTORF ST, Nashville, TN",Electrical Permit,$84109
2025-144941 PP,"6500 WINTERBERRY DR, Nashville, TN",Plumbing Permit,$207675
2025-120786 EP,"604 BRAZOS ST, Nashville, TN",Electrical Permit,$51377
2025-059618 MP,"511 SOUTH PARK DR BLDG 2, Nashville, TN",Mechanical Permit,$256886
2025-146115 BP,"3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100, Nashville, TN",Building Permit,$175241
2025-138495 BP,"9803 RIBELIN RANCH CT BLDG 17, Nashville, TN",Building Permit,$233940
2025-144598 BP,"9205 LEANING ROCK CIR, Nashville, TN",Building Permit,$134870
2025-145025 EP,"900 S 1ST ST, Nashville, TN",Electrical Permit,$202041
2025-064417 EP,"2110 WHITE HORSE TRL BLDG A, Nashville, TN",Electrical Permit,$72966
2025-005043 PP,"4301 BELLVUE AVE BLDG 2, Nashville, TN",Plumbing Permit,$62494
2025-146784 BP,"3004 SUNLAND DR, Nashville, TN",Building Permit,$53311
2025-145585 PP,"4810 FLICKER LN, Nashville, TN",Plumbing Permit,$228198
2025-133322 PP,"5501 N LAMAR BLVD BLDG A UNIT 123, Nashville, TN",Plumbing Permit,$104968
2025-145977 EP,"501 TREYS WAY, Nashville, TN",Electrical Permit,$63188
2025-145143 MP,"501 TREYS WAY, Nashville, TN",Mechanical Permit,$189048
2025-145970 EP,"2409 MANOR RD, Nashville, TN",Electrical Permit,$165308
2025-066531 PP,"1106 ENFIELD RD, Nashville, TN",Plumbing Permit,$237981
2025-146045 EP,"8708 MELSHIRE DR, Nashville, TN",Electrical Permit,$129399
2025-145145 MP,"2101 RICHCREEK RD, Nashville, TN",Mechanical Permit,$62108
2025-145449 PP,"3408 ROBINSON AVE, Nashville, TN",Plumbing Permit,$270945
2025-146301 MP,"54 RAINEY ST UNIT PH11, Nashville, TN",Mechanical Permit,$188732
2025-146746 BP,"9722 GREAT HILLS TRL UNIT 125, Nashville, TN",Building Permit,$246782
2025-128934 EP,"14200 MOWSBURY DR, Nashville, TN",Electrical Permit,$104783
2025-144933 EP,"3206 PICKWICK LN, Nashville, TN",Electrical Permit,$237050
2025-004610 BP,"6300 BRISTOL CIR, Nashville, TN",Building Permit,$72638
2025-040735 EP,"1505 ROCKCLIFF RD, Nashville, TN",Electrical Permit,$245551
2024-145484 EP,"9710 N LAMAR BLVD UNIT 100, Nashville, TN",Electrical Permit,$82593
2025-143694 EP,"1513 CLOVERLEAF DR, Nashville, TN",Electrical Permit,$53252
2023-137151 PP,"5908 BULL CREEK RD, Nashville, TN",Plumbing Permit,$213960
2025-143931 MP,"6108 LARCH TER, Nashville, TN",Mechanical Permit,$65032
2024-143752 EP,"9710 N LAMAR BLVD UNIT 110, Nashville, TN",Electrical Permit,$98708
2025-090989 EP,"1656 CHIPPEWAY LN, Nashville, TN",Electrical Permit,$260178
2025-145110 EP,"3313 THOUSAND OAKS CV, Nashville, TN",Electrical Permit,$163366
2025-055177 MP,"1800 BURTON DR, Nashville, TN",Mechanical Permit,$162650
2025-145583 EP,"4210 VENADO DR, Nashville, TN",Electrical Permit,$250361
2025-145298 PP,"3400 RIVER RD, Nashville, TN",Plumbing Permit,$151739
2025-144520 PP,"3103 GARWOOD ST BLDG 1, Nashville, TN",Plumbing Permit,$168063
2025-143795 PP,"14025 AXEL JOHANSON DR, Nashville, TN",Plumbing Permit,$179881
2025-146639 BP,"2707 WHITE HORSE TRL, Nashville, TN",Building Permit,$276106
2025-146418 BP,"2404 ENFIELD RD, Nashville, TN",Building Permit,$82569
2025-145578 PP,"1309 BENTWOOD RD, Nashville, TN",Plumbing Permit,$298957
2025-146951 MP,"1901 W 37TH ST, Nashville, TN",Mechanical Permit,$279975
2025-143558 PP,"12113 STONEY MEADOW DR, Nashville, TN",Plumbing Permit,$224326
2025-145133 MP,"4618 YELLOW ROSE TRL, Nashville, TN",Mechanical Permit,$217427
2025-146170 PP,"5764 AIRPORT BLVD, Nashville, TN",Plumbing Permit,$277996
2025-146663 BP,"1143 SHADY LN BLDG 1, Nashville, TN",Building Permit,$66819
2025-145694 EP,"1813 VALLEJO ST, Nashville, TN",Electrical Permit,$222421
2025-146713 BP,"6025 WILCAB RD BLDG 2 UNIT 700, Nashville, TN",Building Permit,$250957
2025-133416 DS,"4504 PLACID PL, Nashville, TN",Driveway / Sidewalks,$262725
2025-147737 BP,"2505 DEERFOOT TRL, Nashville, TN",Building Permit,$154053
2025-135594 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP6, Nashville, TN",Electrical Permit,$122718
2025-077584 EP,"1013 MONTOPOLIS DR, Nashville, TN",Electrical Permit,$186366
2025-138021 DS,"2301 E 2ND ST, Nashville, TN",Driveway / Sidewalks,$247642
2025-134233 MP,"5701 SPRINGDALE RD, Nashville, TN",Mechanical Permit,$88675
2025-146393 MP,"532 CELERY LOOP, Nashville, TN",Mechanical Permit,$162534
2025-147405 BP,"3611 ARROWHEAD DR, Nashville, TN",Building Permit,$121752
2025-145499 PP,"3528 GONZALES ST UNIT 1B, Nashville, TN",Plumbing Permit,$279401
2025-146353 EP,"14122 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$95140
2025-136691 EP,"1806 PRINCETON AVE, Nashville, TN",Electrical Permit,$133430
2025-126598 BP,"9111 CIRCUIT OF THE AMERICAS BLVD, Nashville, TN",Building Permit,$194543
2025-145458 BP,"12515 FALLEN TOWER LN, Nashville, TN",Building Permit,$99745
2025-145804 BP,"1517 MAIER DR, Nashville, TN",Building Permit,$279632
2025-130228 MP,"21 PALMA CIR, Nashville, TN",Mechanical Permit,$183710
2025-146403 BP,"5216 MONARDA MINT DR, Nashville, TN",Building Permit,$198472
2025-146455 BP,"5400 WATERBROOK DR, Nashville, TN",Building Permit,$296868
2025-147351 BP,"3311 RED RIVER ST, Nashville, TN",Building Permit,$151989
2025-143723 PP,"12000 MURANO DR, Nashville, TN",Plumbing Permit,$114970
2025-142755 MP,"6310 TREADWELL BLVD BLDG C, Nashville, TN",Mechanical Permit,$270735
2025-122116 BP,"10 WOODSTONE SQ, Nashville, TN",Building Permit,$148084
2025-121226 BP,"4827 E CESAR CHAVEZ ST, Nashville, TN",Building Permit,$287304
2025-143173 BP,"2701 S LAMAR BLVD, Nashville, TN",Building Permit,$177381
2025-135524 MP,"8001 JOHNNY MORRIS RD, Nashville, TN",Mechanical Permit,$187754
2025-146083 EP,"5245 W US 290 HWY SVRD EB, Nashville, TN",Electrical Permit,$178736
2025-146083 BP,"5245 W US 290 HWY SVRD EB, Nashville, TN",Building Permit,$272543
2024-146946 PP,"2441 WESTLAKE DR, Nashville, TN",Plumbing Permit,$197391
2025-140250 EP,"4330 AIRPORT BLVD, Nashville, TN",Electrical Permit,$222088
2025-146943 PP,"14120 AXEL JOHANSON DR, Nashville, TN",Plumbing Permit,$74210
2025-142204 MP,"8301 JOHNNY MORRIS RD BLDG 2, Nashville, TN",Mechanical Permit,$293157
2025-135922 EP,"7104 BECKETT RD, Nashville, TN",Electrical Permit,$69399
2025-099824 EP,"6231 E STASSNEY LN BLDG 12 UNIT 103, Nashville, TN",Electrical Permit,$148808
2023-157904 EP,"10940 RESEARCH BLVD SVRD SB, Nashville, TN",Electrical Permit,$68329
2025-141127 PP,"2702 ENFIELD RD, Nashville, TN",Plumbing Permit,$163250
2025-145485 PP,"3524 GONZALES ST UNIT 2B, Nashville, TN",Plumbing Permit,$254871
2025-147252 BP,"9111 CIRCUIT OF THE AMERICAS BLVD, Nashville, TN",Building Permit,$288987
2025-142373 DS,"1904 SHARON LN, Nashville, TN",Driveway / Sidewalks,$195658
2025-126291 DS,"1805 KENWOOD AVE, Nashville, TN",Driveway / Sidewalks,$69222
2025-138953 BP,"400 W 15TH ST UNIT 1100, Nashville, TN",Building Permit,$231819
2025-146634 BP,"6700 VINE ST, Nashville, TN",Building Permit,$138222
2024-124532 MP,"5036 LANSING DR, Nashville, TN",Mechanical Permit,$299124
2025-144406 BP,"15108 CALAVERAS DR, Nashville, TN",Building Permit,$231547
2025-141592 PP,"1180 RIDGEWAY DR--UNIT 2, Nashville, TN",Plumbing Permit,$200183
2025-143711 PP,"12020 MURANO DR, Nashville, TN",Plumbing Permit,$50612
2025-130264 MP,"16 YUCCA DR, Nashville, TN",Mechanical Permit,$281688
2025-135523 MP,"8001 JOHNNY MORRIS RD BLDG 1, Nashville, TN",Mechanical Permit,$80147
2025-147376 BP,"8113 APPOMATTOX DR, Nashville, TN",Building Permit,$265065
2025-135865 EP,"4516 SETON CENTER PKWY UNIT 350, Nashville, TN",Electrical Permit,$154514
2025-147048 PP,"4614 S 1ST ST, Nashville, TN",Plumbing Permit,$280055
2025-135055 EP,"5701 GLENHOLLOW PATH, Nashville, TN",Electrical Permit,$246829
2025-134716 DS,"2311 RACHAEL CT, Nashville, TN",Driveway / Sidewalks,$111807
2025-145586 PP,"4210 VENADO DR, Nashville, TN",Plumbing Permit,$237378
2025-142205 MP,"8301 JOHNNY MORRIS RD BLDG GAR, Nashville, TN",Mechanical Permit,$134770
2025-143777 BP,"625 E 10TH ST UNIT 200, Nashville, TN",Building Permit,$187017
2025-138951 BP,"400 W 15TH ST UNIT 804, Nashville, TN",Building Permit,$168450
2025-145706 PP,"9616 WIGGY WAY, Nashville, TN",Plumbing Permit,$173054
2025-103750 EP,"4607 CACTUS LN, Nashville, TN",Electrical Permit,$207282
2025-144631 EP,"7307 LUNAR DR, Nashville, TN",Electrical Permit,$257175
2025-145617 EP,"2903 HILLVIEW RD Unit 1, Nashville, TN",Electrical Permit,$172239
2025-143739 PP,"14116 EDNA MAXINE WALK, Nashville, TN",Plumbing Permit,$144518
2025-146473 EP,"14116 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$71577
2025-144612 EP,"2212 VILLAGE WAY DR, Nashville, TN",Electrical Permit,$185314
2025-145479 PP,"3524 GONZALES ST UNIT 1B, Nashville, TN",Plumbing Permit,$58291
2025-145132 MP,"500 SUNRISE CIR, Nashville, TN",Mechanical Permit,$210702
2025-144109 EP,"11515 BURNET RD BLDG FLR7, Nashville, TN",Electrical Permit,$174913
2025-145340 PP,"2326 LAKEHURST DR, Nashville, TN",Plumbing Permit,$192519
2025-143776 BP,"625 E 10TH ST UNIT 100, Nashville, TN",Building Permit,$297548
2025-126330 PP,"1400 HILLMONT ST, Nashville, TN",Plumbing Permit,$58501
2025-145929 MP,"1804 W 34TH ST, Nashville, TN",Mechanical Permit,$91998
2025-147807 PP,"8139 FOREST MESA DR, Nashville, TN",Plumbing Permit,$266971
2025-097808 MP,"5108 HARMON AVE UNIT A, Nashville, TN",Mechanical Permit,$238856
2025-146324 PP,"3524 GONZALES ST UNIT 2A, Nashville, TN",Plumbing Permit,$74344
2024-164376 BP,"1301 BARBARA JORDAN BLVD UNIT 301, Nashville, TN",Building Permit,$212168
2025-144115 EP,"9902 WILLERS WAY, Nashville, TN",Electrical Permit,$189143
2025-082759 PP,"10007 BRIGHTLING LN, Nashville, TN",Plumbing Permit,$270606
2025-146360 EP,"4505 SARASOTA DR, Nashville, TN",Electrical Permit,$159112
2025-105938 EP,"5112 CLOVERDALE LN, Nashville, TN",Electrical Permit,$221096
2025-140552 PP,"1808 REDLANDS ST, Nashville, TN",Plumbing Permit,$244336
2025-142848 BP,"1618 E RIVERSIDE DR, Nashville, TN",Building Permit,$194494
2025-146009 PP,"732 SPRINGDALE RD UNIT B, Nashville, TN",Plumbing Permit,$213156
2025-135522 MP,"8001 JOHNNY MORRIS RD BLDG 2, Nashville, TN",Mechanical Permit,$294619
2025-135589 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP3, Nashville, TN",Electrical Permit,$270222
2025-146838 BP,"3001 MONTOPOLIS DR, Nashville, TN",Building Permit,$293432
2025-146296 EP,"8200 LEROI DR, Nashville, TN",Electrical Permit,$257475
2025-146233 EP,"14025 AXEL JOHANSON DR, Nashville, TN",Electrical Permit,$298588
2025-066965 PP,"11007 CONCHOS CV, Nashville, TN",Plumbing Permit,$187659
2025-145822 DS,"4808 RICHMOND AVE BLDG 2, Nashville, TN",Driveway / Sidewalks,$262274
2025-145273 EP,"3502 PENNSYLVANIA AVE BLDG 2, Nashville, TN",Electrical Permit,$185215
2025-133484 MP,"8 OLMOS DR, Nashville, TN",Mechanical Permit,$294891
2025-134818 MP,"14 OLMOS DR, Nashville, TN",Mechanical Permit,$258512
2025-131796 EP,"7010 W SH 71 UNIT 250, Nashville, TN",Electrical Permit,$120205
2025-145995 BP,"2303 E 2ND ST BLDG 3, Nashville, TN",Building Permit,$128868
2025-145532 EP,"5512 COVENTRY LN, Nashville, TN",Electrical Permit,$208828
2025-147412 PP,"7104 BERKMAN DR, Nashville, TN",Plumbing Permit,$285207
2025-144698 BP,"3435 PARKER LN, Nashville, TN",Building Permit,$94187
2025-146074 EP,"2602 TOWY RD, Nashville, TN",Electrical Permit,$125287
2025-135130 EP,"4516 SETON CENTER PKWY UNIT FLR3, Nashville, TN",Electrical Permit,$296849
2025-145390 MP,"1507 PARKWAY, Nashville, TN",Mechanical Permit,$277669
2025-146339 PP,"8350 W US 290 HWY, Nashville, TN",Plumbing Permit,$247071
2025-146633 BP,"901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300, Nashville, TN",Building Permit,$95418
2025-140455 BP,"6107 CADDIE ST, Nashville, TN",Building Permit,$162885
2025-146253 EP,"14021 AXEL JOHANSON DR, Nashville, TN",Electrical Permit,$238406
2025-143824 MP,"804 SHELBY LN, Nashville, TN",Mechanical Permit,$71787
2025-085024 MP,"1519 CORONADO HILLS DR, Nashville, TN",Mechanical Permit,$81355
2025-145942 PP,"3530 GONZALES ST UNIT B, Nashville, TN",Plumbing Permit,$219061
2025-135595 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP7, Nashville, TN",Electrical Permit,$121522
2025-147770 PP,"5801 EUREKA DR, Nashville, TN",Plumbing Permit,$166164
2025-103439 MP,"8500 HANBRIDGE LN, Nashville, TN",Mechanical Permit,$286719
2025-146594 PP,"2404 BRYAN ST, Nashville, TN",Plumbing Permit,$74378
2025-112984 EP,"1815 POLO RD, Nashville, TN",Electrical Permit,$292070
2025-143194 EP,"2218 RIVERVIEW ST, Nashville, TN",Electrical Permit,$214585
2025-145655 EP,"4907 WHITETHORN CT, Nashville, TN",Electrical Permit,$59748
2025-146446 PP,"1211 FAIRWOOD RD, Nashville, TN",Plumbing Permit,$278199
2023-100787 MP,"6516 EAST HILL DR, Nashville, TN",Mechanical Permit,$66271
2025-146694 PP,"12212 BRIGADOON LN BLDG B UNIT 160, Nashville, TN",Plumbing Permit,$201137
2025-135029 EP,"7005 TWILIGHT MESA DR, Nashville, TN",Electrical Permit,$123167
2025-140980 EP,"7206 FOXTREE CV, Nashville, TN",Electrical Permit,$97015
2025-135597 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP9, Nashville, TN",Electrical Permit,$215881
2025-138623 EP,"12500 DESCANSO CIR, Nashville, TN",Electrical Permit,$185478
2025-146643 EP,"7102 LANGSTON DR, Nashville, TN",Electrical Permit,$63358
2025-146035 MP,"12209 BROTEN ST, Nashville, TN",Mechanical Permit,$242867
2025-146654 BP,"2707 WHITE HORSE TRL, Nashville, TN",Building Permit,$273622
2025-145581 EP,"4604 CRESTWAY DR, Nashville, TN",Electrical Permit,$297654
2025-017569 MP,"1804 WEBBERVILLE RD UNIT A, Nashville, TN",Mechanical Permit,$52694
2025-145478 BP,"8201 E RIVERSIDE DR BLDG 6 UNIT 650, Nashville, TN",Building Permit,$107283
2025-145985 PP,"732 SPRINGDALE RD UNIT A, Nashville, TN",Plumbing Permit,$212391
2025-146083 PP,"5245 W US 290 HWY SVRD EB, Nashville, TN",Plumbing Permit,$134476
2025-145972 PP,"3528 GONZALES ST UNIT 2A, Nashville, TN",Plumbing Permit,$131489
2025-135596 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP8, Nashville, TN",Electrical Permit,$245671
2025-146344 PP,"8921 W US 290 HWY BLDG MAINT, Nashville, TN",Plumbing Permit,$121606
2025-146983 EP,"16305 FETCHING AVE, Nashville, TN",Electrical Permit,$225294
2025-146970 BP,"12917 STAYWELL WAY, Nashville, TN",Building Permit,$105453
2025-147770 BP,"5801 EUREKA DR, Nashville, TN",Building Permit,$276653
2025-146429 MP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1511, Nashville, TN",Mechanical Permit,$173974
2025-147045 BP,"6413 ADEN LN, Nashville, TN",Building Permit,$221619
2025-145994 BP,"111 MILDRED ST BLDG 2, Nashville, TN",Building Permit,$222150
2025-145681 EP,"1207 COTTON ST, Nashville, TN",Electrical Permit,$150179
2025-146034 MP,"11322 ALHAMBRA DR, Nashville, TN",Mechanical Permit,$54123
2024-141742 DS,"4808 RICHMOND AVE BLDG 1, Nashville, TN",Driveway / Sidewalks,$72325
2025-145164 EP,"6207 ARNOLD DR BLDG B, Nashville, TN",Electrical Permit,$162507
2025-145574 EP,"1309 BENTWOOD RD, Nashville, TN",Electrical Permit,$224750
2025-144523 PP,"3103 GARWOOD ST BLDG 3, Nashville, TN",Plumbing Permit,$177693
2024-153672 DS,"4404 LONG CHAMP DR, Nashville, TN",Driveway / Sidewalks,$228500
2025-145511 PP,"3528 GONZALES ST UNIT 1A, Nashville, TN",Plumbing Permit,$112970
2025-115046 MP,"12800 PEARCE LN UNIT D, Nashville, TN",Mechanical Permit,$219853
2025-135592 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP4, Nashville, TN",Electrical Permit,$235409
2025-146419 EP,"9013 TANAK LN, Nashville, TN",Electrical Permit,$83798
2025-146806 EP,"2605 DERWENT DR, Nashville, TN",Electrical Permit,$254450
2025-146398 BP,"5219 MONARDA MINT DR, Nashville, TN",Building Permit,$247352
2025-146970 PP,"12917 STAYWELL WAY, Nashville, TN",Plumbing Permit,$274648
2025-144664 MP,"7603 PARKVIEW CIR, Nashville, TN",Mechanical Permit,$247318
2025-145166 EP,"2505 WOODMONT AVE, Nashville, TN",Electrical Permit,$175862
2025-144640 EP,"1204 SINGLETON AVE, Nashville, TN",Electrical Permit,$228961
2025-146467 EP,"14118 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$109124
2025-143778 BP,"625 E 10TH ST UNIT 1000, Nashville, TN",Building Permit,$263662
2025-146892 BP,"9624 BREEZE HILL DR, Nashville, TN",Building Permit,$58658
2025-144521 PP,"3103 GARWOOD ST BLDG 2, Nashville, TN",Plumbing Permit,$283900
2025-146769 MP,"4900 ELIZABETH JANE CT, Nashville, TN",Mechanical Permit,$291409
2025-147521 BP,"2801 SAN JACINTO BLVD, Nashville, TN",Building Permit,$225811
2025-130495 DS,"4705 DEPEW AVE, Nashville, TN",Driveway / Sidewalks,$194252
2025-146895 PP,"4800 BROKEN BOW PASS, Nashville, TN",Plumbing Permit,$268089
2024-131062 BP,"6034 WEST COURTYARD DR UNIT 224, Nashville, TN",Building Permit,$241480
2025-147041 PP,"803 TIRADO ST, Nashville, TN",Plumbing Permit,$83367
2025-146323 MP,"10300 WOMMACK RD, Nashville, TN",Mechanical Permit,$242662
